ph,hardness,tds,chlorine,sulfate,conductivity,organic_carbon,trihalomethanes,turbidity,potability
7.85,234.77,507.63,7.82,186.77,1959.02,4.91,68.03,3.61,0
8.8,402.85,66.37,2.47,154.92,905.76,8.68,27.58,3.78,0
7.72,191.31,287.0,3.47,190.83,20415.34,7.97,12.35,4.6,0
,409.08,340.27,1.9,397.97,1213.33,7.0,28.18,1.98,0
8.42,489.97,142.83,3.46,201.67,1305.58,4.2,51.83,1.91,0
6.11,379.34,157.59,1.03,305.06,809.49,14.92,123.39,1.3,0
8.97,244.89,147.35,0.46,161.62,2703.64,3.97,61.62,1.67,0
7.25,41.82,773.34,3.93,240.64,2633.53,4.27,34.33,1.19,0
6.23,47.67,103.97,1.89,,1808.43,9.62,104.35,5.43,0
7.97,151.43,143.5,1.36,206.77,1914.58,7.75,53.37,4.62,0
7.18,172.79,393.96,1.86,303.62,2747.76,1.54,46.08,7.98,0
6.79,257.4,77.75,4.4,92.62,,9.14,14.81,4.6,0
6.81,179.13,308.81,5.68,150.08,2040.75,8.87,186.31,4.63,0
7.47,386.17,239.41,2.95,69.36,2290.1,4.07,94.27,1.85,0
5.93,443.1,891.57,1.44,320.84,1726.48,5.71,128.64,1.79,0
7.13,99.94,70.02,2.12,158.21,1963.48,10.14,29.39,0.13,0
7.67,200.52,213.11,3.27,239.88,1068.95,7.49,71.68,2.93,1
7.74,120.53,752.64,6.76,335.91,1912.8,9.75,114.99,8.71,0
7.39,221.91,331.87,1.47,243.33,724.24,5.15,70.86,0.09,1
5.13,70.28,392.67,3.94,373.24,2004.54,10.0,129.18,2.9,0
9.75,190.24,99.51,1.64,216.51,2476.32,8.43,89.54,1.55,0
7.18,175.61,188.11,0.83,67.58,687.83,2.8,108.37,5.11,0
7.91,790.56,143.1,1.42,295.74,2045.82,11.79,57.62,3.31,0
6.04,213.48,141.58,4.63,316.43,3594.06,5.54,77.62,3.57,0
9.75,422.81,176.99,0.11,126.75,765.11,11.46,64.61,2.98,0
5.55,120.01,171.48,6.89,300.07,2349.68,6.94,62.7,5.34,0
6.78,630.8,253.55,2.66,655.69,1209.9,11.55,90.75,4.55,0
6.27,306.69,368.72,3.77,219.22,1420.52,9.77,123.18,2.55,0
7.55,260.04,645.79,2.14,238.41,1165.59,9.31,100.59,1.38,0
6.27,94.74,306.17,3.69,162.29,223.8,7.0,68.15,1.67,1
8.37,653.08,369.61,0.59,273.46,514.71,4.1,54.98,3.4,0
6.4,195.39,211.69,3.72,260.81,947.16,7.44,87.49,12.76,0
6.33,349.38,1035.78,0.76,151.21,2036.62,0.35,68.32,4.18,0
8.22,585.33,209.98,4.68,184.2,1691.82,6.11,119.91,1.2,0
7.91,352.25,175.85,4.35,293.53,2598.3,9.51,112.09,1.9,0
7.55,41.47,334.75,0.51,150.64,785.1,6.58,124.61,0.64,0
6.91,290.39,343.06,3.59,552.66,2594.36,0.04,91.93,1.24,0
6.48,335.66,381.61,2.09,277.49,1644.17,6.64,65.43,3.72,0
5.29,105.3,677.94,0.92,588.59,2227.06,11.61,29.18,1.63,0
7.61,313.5,326.45,0.02,185.18,1832.31,9.0,48.71,3.59,0
6.63,197.36,375.19,0.17,204.58,1884.88,4.75,94.43,0.77,0
6.88,114.27,98.22,1.81,293.08,2334.53,10.42,23.87,2.08,0
7.35,329.03,250.15,0.09,50.02,935.84,4.0,14.39,1.26,1
7.03,134.49,184.61,0.97,376.95,1485.24,5.6,128.14,3.04,0
6.88,414.14,259.88,3.69,88.91,335.23,2.06,64.9,1.9,0
8.35,156.54,296.76,0.92,438.48,2754.97,5.08,84.55,5.42,0
6.85,176.22,346.81,1.82,405.99,2173.9,9.0,8.86,1.87,0
6.14,433.14,688.72,1.26,304.1,984.67,3.68,20.37,3.51,0
7.66,320.01,357.98,3.01,321.06,310.51,4.77,120.58,1.52,0
6.77,744.45,262.04,3.58,28.23,,2.97,142.15,2.09,0
,400.95,472.72,2.8,210.13,765.66,6.69,74.89,5.07,0
,238.77,207.59,3.16,175.2,2192.22,7.27,24.32,1.84,0
7.76,157.15,160.73,3.08,276.61,2002.43,11.16,12.41,2.38,0
6.66,60.64,154.4,3.09,268.81,1253.64,4.69,36.87,3.49,1
6.8,269.31,343.09,1.54,165.24,639.53,4.32,14.41,3.09,1
7.87,177.08,122.94,1.59,67.23,2447.09,3.13,81.72,1.3,0
7.31,446.05,336.96,6.12,80.29,1593.71,7.28,120.27,2.07,0
7.48,422.22,249.92,3.3,283.94,78.72,11.69,76.37,3.69,0
8.19,614.24,1060.2,0.8,51.98,563.09,4.7,93.67,2.31,0
7.53,96.15,772.13,3.92,335.28,1388.49,12.19,21.42,8.2,0
7.75,122.82,53.45,2.93,125.34,215.45,9.32,178.33,3.51,0
7.45,164.35,300.53,2.62,169.02,2479.49,7.79,6.41,1.11,0
6.79,83.96,193.62,2.4,380.17,1538.6,7.32,51.42,1.71,0
6.24,156.5,376.53,3.48,278.95,174.51,7.46,95.67,4.46,0
8.0,1091.28,298.71,1.52,329.01,2558.93,5.03,17.6,2.91,0
8.35,699.36,627.15,2.62,167.85,1360.65,0.6,123.35,1.85,0
8.66,294.67,240.78,0.71,294.55,1757.29,10.83,108.7,0.05,0
5.44,33.88,182.77,3.33,173.1,1408.92,6.23,79.85,1.02,0
7.87,116.83,818.74,4.05,139.77,712.88,8.03,108.52,2.67,0
6.82,50.56,342.34,5.97,507.43,1611.35,11.58,123.6,3.23,0
7.78,432.28,834.67,3.11,317.86,135.78,2.63,86.59,10.06,0
7.49,339.6,715.14,3.94,114.93,1197.77,10.82,94.96,2.04,0
5.0,153.04,337.4,0.8,104.7,1533.39,13.99,177.89,4.11,0
6.6,150.74,200.07,6.23,626.04,67.12,9.98,113.09,4.81,0
6.88,419.87,265.84,3.06,85.2,459.51,1.87,113.56,0.25,0
8.06,375.37,173.02,4.17,246.81,1017.23,3.45,22.27,0.77,0
7.5,918.96,222.22,3.91,357.59,386.18,9.89,108.16,1.52,0
6.71,131.52,71.2,1.53,97.69,939.73,5.67,10.76,4.84,1
8.03,168.68,220.53,4.01,196.1,2579.84,8.39,25.49,0.27,0
8.21,273.21,313.4,2.78,137.74,762.87,7.38,102.09,0.49,0
5.94,71.34,167.41,1.54,677.75,2716.6,0.34,111.35,3.68,0
8.42,156.55,78.44,0.1,311.52,1587.04,17.93,126.03,2.95,0
6.04,153.64,304.35,1.43,265.15,1071.69,7.48,52.37,0.53,1
6.43,88.66,2.88,3.0,151.15,1100.25,11.9,106.92,0.2,0
5.21,269.78,133.61,0.93,383.68,1530.46,15.65,38.86,6.14,0
8.42,360.4,1082.02,4.06,48.73,2187.72,4.21,28.71,1.97,0
7.96,199.54,328.53,3.66,265.36,2410.89,6.95,110.01,0.87,0
5.12,831.48,123.41,3.95,126.0,199.14,12.66,125.5,1.49,0
8.28,48.0,899.83,2.03,94.47,1358.01,10.38,82.76,0.46,0
6.73,101.61,368.28,3.45,279.84,2566.98,9.48,0.34,1.07,0
7.44,372.85,357.31,0.5,214.72,2463.95,0.15,20.75,7.49,0
7.47,428.26,307.07,0.04,158.32,1333.49,11.37,53.63,4.28,0
7.05,345.99,105.53,0.33,121.6,1620.13,11.86,30.35,4.63,0
6.56,448.38,,2.92,373.53,2164.29,8.85,99.69,4.19,0
7.94,319.25,103.97,1.3,118.24,2265.18,10.32,72.54,0.11,0
6.12,62.59,185.64,0.18,59.19,1192.79,3.29,177.73,1.19,0
8.49,202.53,825.89,0.54,131.28,1245.09,9.57,98.09,1.25,0
6.69,317.46,258.98,2.36,143.11,2329.63,7.94,190.76,7.97,0
9.4,87.36,378.76,4.05,120.05,2769.71,2.16,84.15,0.22,0
5.07,348.96,99.11,1.86,335.48,1056.36,6.63,2.1,3.13,0
5.51,157.83,274.35,4.03,149.47,481.44,0.31,22.58,0.15,0
6.73,407.59,615.07,3.63,387.59,98.43,1.79,113.0,4.02,0
5.86,343.84,62.59,2.55,370.68,1856.3,5.18,99.13,5.31,0
6.28,237.9,390.75,3.17,75.75,2744.47,11.71,5.03,1.23,0
6.85,364.99,95.67,3.39,725.66,2314.89,11.22,72.1,1.5,0
7.51,125.82,93.42,2.97,144.64,2475.98,9.88,20.23,3.91,0
7.81,139.87,1014.23,2.74,378.55,681.41,9.48,37.59,12.14,0
6.41,57.11,364.16,1.47,375.73,2797.54,11.06,86.29,11.36,0
8.38,278.43,77.25,4.12,234.17,224.39,2.35,27.55,1.28,0
7.18,509.8,930.22,3.55,188.44,141.96,8.57,4.94,1.04,0
5.65,382.23,,1.8,247.4,1979.04,8.86,9.28,3.93,0
5.95,395.82,210.49,2.09,296.29,979.05,9.79,88.2,1.75,0
6.59,81.75,675.0,0.4,3.34,732.5,5.08,100.64,2.32,0
7.38,701.35,238.63,3.03,379.14,39744.26,11.43,156.57,0.84,0
6.5,395.59,553.99,0.02,135.68,1472.0,10.2,76.06,4.97,0
6.34,448.09,77.15,3.95,798.76,2296.53,7.67,18.26,5.2,0
7.13,158.87,350.38,1.42,347.5,1611.11,8.79,128.33,0.06,0
7.3,72.6,375.06,0.3,744.34,1168.6,1.27,126.97,4.85,0
6.53,798.5,452.15,3.88,563.18,19003.4,3.69,29.6,1.01,0
6.92,46.53,461.23,5.88,173.59,5914.64,10.54,195.28,0.17,0
7.84,299.62,1045.78,0.53,170.0,243.45,9.55,73.1,3.73,0
8.08,241.0,643.94,2.99,265.89,1288.07,4.02,126.22,4.24,0
8.3,404.55,337.75,2.08,730.36,449.39,10.62,62.3,1.84,0
8.21,1081.04,264.74,0.48,397.73,1195.55,1.11,134.27,1.84,0
8.04,234.68,132.88,2.32,391.26,2550.84,10.99,63.52,0.48,0
7.73,124.96,276.74,0.94,310.87,1711.37,4.22,125.11,1.92,0
7.72,575.52,94.2,3.77,41.65,1802.34,7.04,4.98,1.03,0
8.6,550.03,586.55,2.36,176.26,2495.7,9.39,111.45,3.14,0
8.9,313.89,180.29,4.02,280.87,919.79,5.21,118.92,3.1,0
6.46,982.74,372.39,7.73,261.21,1243.72,7.56,129.15,0.14,0
8.62,334.58,1038.72,1.88,344.87,14427.08,1.67,16.56,4.89,0
6.01,445.62,217.89,0.45,328.55,2493.74,5.77,34.75,1.87,0
6.77,46.05,958.2,1.68,92.38,692.63,8.5,126.7,4.61,0
6.12,110.1,444.73,2.49,102.89,213.09,11.26,213.27,3.51,0
7.31,41.03,212.75,4.93,122.73,850.94,2.48,2.17,2.59,0
7.57,942.05,1040.95,0.29,342.43,610.54,11.01,2.8,0.2,0
8.45,80.68,223.7,0.46,157.26,2073.27,3.05,26.28,2.52,0
8.38,383.79,472.01,1.4,192.06,1257.37,7.96,25.72,1.86,0
6.7,62.1,278.64,3.93,150.33,1763.05,7.18,181.18,4.79,0
6.77,75.15,154.81,2.73,181.16,2367.47,6.89,43.95,1.39,0
7.4,116.74,93.03,0.71,538.19,333.0,9.46,150.34,5.11,0
8.31,125.0,273.4,1.94,687.21,,6.65,11.42,2.98,0
5.37,60.84,480.91,2.73,352.7,1924.93,5.78,67.07,5.83,0
7.81,372.32,746.84,1.66,228.17,200.4,11.83,5.46,4.2,0
8.09,46.7,341.65,1.72,69.66,631.54,4.03,95.14,4.78,0
5.62,345.38,118.03,1.72,243.61,1902.62,10.97,33.28,2.96,0
6.22,321.27,370.99,1.57,407.86,861.06,7.12,78.01,4.59,0
,327.45,394.89,2.88,381.28,1860.33,5.53,55.31,1.49,0
6.97,432.85,60.05,4.33,467.95,1763.85,9.14,76.27,3.87,0
5.38,231.49,151.95,3.48,289.66,642.42,6.65,29.59,2.62,0
7.51,58.48,223.54,1.31,141.61,1342.16,10.68,109.79,3.08,0
8.14,362.59,371.51,3.41,371.46,1465.79,10.05,4.13,4.09,0
7.93,325.24,154.37,0.11,333.54,296.05,0.24,65.49,1.9,1
6.11,437.08,64.81,3.27,115.7,2583.86,11.78,104.33,5.28,0
6.25,128.25,353.08,1.75,646.04,1584.8,14.84,62.62,2.21,0
6.24,190.34,304.37,3.46,228.92,363.77,2.56,25.83,2.82,1
7.71,124.89,854.64,3.2,294.33,1020.05,10.02,63.56,2.58,0
7.5,729.92,160.72,3.9,426.8,327.04,17.18,122.54,1.15,0
6.99,1008.86,202.85,2.85,341.52,2269.12,2.32,145.51,3.35,0
,144.14,304.85,1.63,249.05,1959.15,11.07,87.94,3.33,0
6.3,363.88,118.41,4.35,177.32,1296.57,10.34,43.97,0.65,0
9.3,135.14,346.16,4.18,295.42,2671.07,5.95,72.01,5.0,0
6.31,67.13,353.15,1.84,279.46,1643.28,6.78,90.84,1.62,0
7.34,315.64,688.94,2.2,150.12,1232.63,7.16,73.54,0.06,0
7.27,222.51,138.67,3.9,61.58,1878.92,0.46,95.18,12.31,0
7.94,91.88,289.48,1.22,,861.05,11.4,22.15,1.34,0
5.47,252.46,203.58,0.55,204.5,797.71,9.0,65.59,3.43,0
8.34,318.61,270.39,2.35,173.05,529.21,7.47,103.25,5.15,0
9.83,792.47,321.62,2.9,203.65,473.31,8.27,120.57,1.83,0
6.21,329.92,140.63,3.31,393.71,254.22,7.9,63.18,0.29,0
6.17,417.64,571.42,3.76,61.71,2731.02,6.33,57.53,2.24,0
7.92,375.64,587.05,0.72,428.97,822.11,7.19,99.99,0.45,0
,217.15,82.68,3.61,100.41,1266.58,5.88,62.5,1.15,1
6.67,298.92,301.95,1.85,364.71,2173.43,5.31,120.25,2.58,0
6.47,314.74,584.68,0.98,287.67,2165.69,6.15,4.78,1.69,0
8.48,746.67,146.47,4.39,345.67,,11.16,68.93,3.96,0
6.19,279.47,94.19,3.71,264.3,1103.21,9.18,61.7,5.46,0
8.12,896.9,141.77,2.04,120.2,2476.53,9.81,75.27,0.25,0
8.36,136.26,783.82,1.95,369.89,884.04,5.27,65.21,3.11,0
6.99,196.97,262.72,8.17,59.07,2277.89,2.91,14.49,3.11,0
6.27,363.07,283.4,3.37,95.64,2150.46,16.29,97.61,11.41,0
9.05,363.53,325.94,2.66,92.47,272.93,8.39,10.06,1.5,0
7.87,821.47,977.75,2.73,275.23,1678.72,5.51,164.72,1.44,0
7.4,406.89,166.03,2.64,276.51,,7.96,14.55,4.04,0
6.42,140.9,360.31,2.52,201.61,2204.56,11.57,96.82,5.44,0
6.56,244.88,279.26,2.15,75.61,2350.48,5.23,8.64,2.76,0
6.18,130.64,91.04,8.68,368.4,1541.69,2.73,91.85,5.25,0
6.92,234.28,578.5,1.57,244.32,380.3,9.23,10.28,4.37,0
8.74,380.2,361.85,1.98,138.34,2640.22,6.35,21.5,8.3,0
6.98,67.12,212.06,0.09,100.23,1888.79,7.46,108.49,2.13,0
7.07,84.77,146.67,2.86,649.94,72.89,10.73,113.93,3.59,0
7.31,517.88,291.99,4.32,365.63,755.83,8.31,101.88,3.68,0
6.05,380.5,345.29,0.8,211.84,2796.13,3.1,30.42,1.14,0
6.69,127.04,485.3,1.71,366.08,847.06,2.05,89.98,5.06,0
7.77,222.04,194.97,2.63,256.59,1269.61,8.15,71.12,3.54,1
8.23,342.35,117.03,0.72,130.8,1215.75,10.43,46.16,0.23,0
6.36,194.45,144.04,2.58,196.16,397.32,5.67,119.52,1.35,0
8.0,167.8,308.88,4.38,254.58,828.5,5.87,40.54,5.37,0
6.1,305.34,118.92,0.58,184.2,2029.72,7.51,175.94,1.77,0
8.47,281.55,257.47,0.32,72.02,1164.29,11.49,30.48,7.99,0
7.61,993.48,124.73,2.4,553.09,1900.11,7.48,50.88,3.06,0
6.39,414.95,95.01,2.3,338.19,117.64,8.92,77.21,0.99,0
7.03,84.06,844.21,4.01,227.35,251.26,7.42,128.11,2.28,0
6.02,333.25,368.58,4.47,263.85,2714.52,3.32,81.63,4.07,0
7.99,107.45,104.24,3.5,203.02,2542.88,6.58,60.53,4.29,0
6.54,226.1,247.35,4.46,276.39,960.17,11.25,212.41,1.22,0
7.5,244.29,227.25,0.1,346.83,556.98,11.92,32.61,1.67,0
7.58,129.44,266.14,4.24,326.31,206.72,9.9,108.14,2.51,0
8.7,261.31,34.17,3.83,249.55,747.51,7.16,18.74,5.4,0
6.39,952.99,38.49,2.14,342.93,418.79,7.18,157.86,3.87,0
6.79,385.95,229.46,3.92,100.75,1810.92,2.24,21.02,1.98,0
6.51,198.28,186.27,2.55,204.84,837.75,7.87,68.64,3.23,1
6.0,99.45,885.31,3.44,100.79,1541.15,8.58,34.39,3.23,0
8.14,178.31,231.66,4.47,90.05,2748.7,3.4,73.75,1.47,0
9.12,118.14,222.88,3.08,197.52,900.13,0.44,147.59,3.5,0
7.71,391.06,127.22,3.54,,954.82,5.42,39.68,1.64,1
6.78,301.49,159.29,4.45,351.06,2439.91,7.62,94.72,0.13,0
8.66,103.02,224.1,3.12,71.1,25501.73,6.79,115.64,1.91,0
7.16,94.03,182.94,1.26,4.2,1181.43,5.17,40.39,3.76,0
6.41,137.74,254.53,0.39,245.4,766.1,5.94,62.95,0.18,1
8.72,432.65,,1.84,554.31,367.96,6.61,86.93,2.89,0
6.04,59.31,300.91,1.6,391.59,2424.62,6.97,0.77,2.55,0
8.07,104.45,68.09,6.15,289.54,809.54,4.37,107.22,1.54,0
5.91,291.8,354.57,2.45,322.99,2725.1,11.46,64.99,2.93,0
5.67,345.4,80.12,3.08,126.4,3663.11,2.32,22.95,4.08,0
8.32,202.11,82.17,0.62,393.67,119.22,4.12,60.07,1.57,0
7.28,45.6,777.3,2.91,92.65,885.24,6.48,115.76,1.75,0
7.32,790.45,335.0,4.25,68.61,1949.29,3.14,17.08,2.87,0
6.97,999.11,355.68,3.07,388.16,1374.3,9.22,16.22,1.15,0
5.41,427.06,71.91,2.0,279.14,1967.48,13.87,17.84,2.41,0
7.36,289.29,251.57,3.18,364.15,1157.01,4.32,126.86,0.47,0
7.3,106.26,122.89,0.63,375.62,650.67,10.81,103.08,1.5,0
6.61,310.67,146.65,3.34,254.42,35638.35,3.35,45.01,1.1,0
7.72,331.45,931.21,2.42,291.87,2399.91,2.93,10.82,2.63,0
5.15,202.12,260.08,0.88,382.48,2306.55,6.3,108.83,1.6,0
7.21,603.15,197.47,1.62,366.18,667.46,10.56,86.8,0.76,0
8.25,410.84,973.31,2.52,198.95,1218.8,8.07,130.44,3.04,0
8.34,48.34,326.87,3.17,126.68,2739.2,4.36,38.18,4.89,0
7.83,233.12,256.2,3.44,367.65,2408.85,14.13,62.59,1.12,0
6.16,303.06,280.75,2.31,670.73,1227.57,5.19,104.74,3.67,0
6.94,59.71,390.28,4.42,148.03,1139.59,4.8,43.77,4.5,0
6.47,10.32,242.32,1.31,336.24,1703.03,10.08,93.2,1.95,0
8.71,87.72,765.84,4.11,656.53,674.62,5.76,20.03,3.75,0
7.47,424.3,91.92,1.65,243.11,208.15,9.51,52.51,5.21,0
7.19,144.56,101.15,1.61,244.71,1954.15,6.21,4.65,1.33,0
5.45,90.34,321.55,3.68,128.71,1986.26,7.62,58.92,5.15,0
7.15,103.72,241.17,3.42,187.05,472.97,7.86,46.74,1.35,1
8.27,357.83,352.32,8.76,306.58,1908.05,4.24,126.82,1.68,0
9.08,397.46,375.76,3.45,353.34,102.02,4.05,125.25,1.4,0
8.41,198.38,302.52,2.5,329.71,923.38,9.85,10.01,1.65,1
7.37,66.37,123.8,2.26,55.38,1675.21,11.71,84.45,4.22,0
6.61,421.31,209.44,2.68,610.57,2686.75,10.9,124.88,12.97,0
7.81,445.18,590.66,2.54,383.93,1828.34,6.75,93.9,12.32,0
6.78,439.51,265.87,3.53,347.22,10968.01,4.61,84.65,0.95,0
9.54,179.12,74.56,0.01,56.78,1153.12,0.96,75.39,3.03,0
6.19,150.45,196.14,3.84,316.17,347.75,10.54,85.41,9.13,0
7.28,385.31,392.75,3.26,517.68,128.95,10.9,106.62,7.78,0
6.96,702.98,480.73,3.77,144.61,1007.69,7.64,19.28,2.86,0
7.39,415.11,336.27,1.76,244.5,1461.04,11.3,8.74,5.33,0
8.26,430.59,,4.27,386.87,369.84,10.4,5.27,4.65,0
7.71,59.8,345.61,4.77,254.07,2572.75,8.95,9.67,4.77,0
6.2,348.25,62.61,2.68,75.18,125.56,4.69,28.97,3.11,1
6.23,90.22,886.85,3.53,307.02,1069.73,11.02,128.83,2.02,0
5.97,383.17,805.78,0.7,150.21,1218.25,10.35,77.0,1.31,0
5.56,268.76,191.37,3.31,283.89,1940.95,7.94,63.18,4.92,0
7.02,322.31,178.56,1.45,273.06,2284.28,6.0,88.02,2.71,0
8.3,389.63,70.93,0.61,305.22,2194.57,4.43,118.34,1.34,0
7.26,416.54,168.97,1.48,335.4,747.55,7.63,46.46,2.98,0
5.54,553.4,139.71,2.45,243.56,2725.29,10.43,122.34,5.46,0
8.11,256.46,166.98,2.71,325.8,629.76,10.14,25.28,6.61,0
6.7,232.83,180.34,2.57,150.29,1731.44,2.82,99.62,1.16,1
6.09,784.47,622.69,3.2,162.73,256.83,1.23,113.75,1.07,0
7.85,423.17,69.69,1.53,115.74,989.24,8.39,111.98,2.77,0
6.24,261.94,289.63,1.04,213.31,1766.7,3.67,36.49,1.15,1
8.78,173.56,495.52,1.1,245.64,1721.59,10.6,58.6,4.37,0
6.93,1092.57,100.35,0.84,117.86,1584.66,6.63,110.17,3.64,0
6.69,786.68,369.57,4.21,449.68,1605.57,0.02,66.81,0.91,0
8.1,131.5,65.73,1.73,354.32,193.22,3.96,58.31,0.17,0
6.58,247.18,676.13,3.68,97.09,1146.87,4.11,99.99,4.08,0
5.97,169.94,159.99,2.24,266.64,1203.45,10.03,21.19,1.83,0
7.68,378.79,,4.2,227.9,1743.91,10.58,91.64,0.2,0
7.37,74.47,412.12,2.75,362.1,1926.51,9.03,66.48,3.64,0
8.07,326.42,185.75,3.04,146.57,2577.22,8.3,59.05,1.93,0
8.44,1023.64,235.01,0.95,325.25,386.25,8.75,20.56,5.18,0
7.73,384.43,99.8,2.26,254.45,869.28,10.37,121.2,3.54,0
6.02,344.35,201.23,3.59,139.6,2096.3,4.61,15.11,1.99,0
6.43,378.9,1045.65,0.63,340.73,1998.03,4.12,42.52,0.6,0
6.28,303.97,40.11,3.4,385.12,1790.28,5.16,25.48,1.83,0
7.5,56.72,93.99,2.28,101.6,2673.97,9.02,21.57,2.49,0
6.81,177.78,297.58,0.11,341.02,971.67,9.46,78.12,2.0,1
5.21,279.49,124.01,1.01,325.75,2733.89,5.41,0.84,1.96,0
7.03,958.11,698.65,0.32,344.06,1565.29,4.24,121.64,8.99,0
6.77,76.2,352.12,4.12,180.57,1811.83,8.05,34.21,1.28,0
7.0,320.45,174.15,0.9,232.6,2055.7,11.82,18.84,9.37,0
7.67,282.14,270.92,3.02,367.64,17.03,4.59,102.73,1.29,0
8.1,16.8,122.53,3.04,213.98,41.23,4.95,22.12,1.16,0
6.0,46.21,68.09,3.56,328.09,2671.63,0.37,7.86,1.43,0
7.58,76.38,1034.18,1.68,244.5,315.01,8.2,2.96,4.15,0
7.43,204.65,285.17,4.12,183.18,1764.77,7.49,22.07,3.32,0
5.67,879.43,87.39,2.32,124.22,1889.65,2.26,18.74,3.44,0
7.0,50.53,292.42,3.96,69.85,769.8,7.15,53.59,10.32,0
7.88,503.49,416.62,3.91,126.29,2484.28,9.72,74.3,0.07,0
7.66,148.88,324.67,6.79,261.65,2070.89,9.52,71.75,8.62,0
6.64,888.87,229.96,4.43,316.12,2423.31,2.52,48.49,4.8,0
7.34,88.87,639.04,1.88,396.8,49.07,11.97,58.74,2.75,0
6.48,242.69,555.57,0.01,182.29,864.31,6.16,110.15,4.38,0
7.97,255.26,390.71,2.25,312.93,861.52,4.42,63.51,0.85,0
6.54,200.04,102.57,8.7,206.35,188.27,8.48,84.11,1.17,0
6.36,183.28,507.09,1.46,59.69,949.65,3.29,105.58,1.67,0
7.13,9.4,140.86,0.55,279.88,2322.63,3.28,42.1,4.19,0
8.86,705.8,394.76,3.84,245.36,2421.92,8.73,73.6,3.3,0
5.16,137.75,394.3,3.99,312.37,698.69,4.07,16.4,1.33,0
8.2,229.62,145.96,0.9,70.61,509.04,8.58,14.25,6.48,0
6.12,128.48,340.86,1.05,390.26,1592.76,5.22,126.19,2.65,0
5.5,270.44,1053.55,2.6,638.5,560.31,0.96,112.67,1.15,0
5.26,382.44,262.6,1.79,210.01,31.23,3.19,17.28,4.46,0
8.11,87.05,335.95,2.41,172.16,1824.39,1.34,56.21,5.33,0
7.07,396.47,243.56,3.59,345.76,2164.68,9.59,30.72,1.57,0
6.56,869.89,380.99,6.22,786.99,750.73,8.6,82.35,1.42,0
8.4,401.08,257.53,1.29,275.98,1022.99,6.49,178.39,2.32,0
8.11,250.67,149.76,3.74,361.49,991.34,4.32,107.18,4.15,0
6.14,130.56,629.64,2.41,348.3,2290.04,12.17,47.25,0.12,0
8.36,401.86,644.73,2.59,143.48,2692.66,8.92,116.82,0.84,0
6.37,126.08,12.71,4.06,82.82,26083.24,10.12,97.7,0.63,0
6.39,315.73,344.96,2.26,287.86,1153.63,7.31,141.5,2.25,0
7.53,368.5,274.54,0.97,392.74,217.29,13.55,52.27,4.75,0
7.38,164.79,127.1,2.72,383.61,2371.56,10.26,50.42,4.79,0
6.46,464.75,190.36,3.7,230.69,1106.41,6.9,5.56,1.35,0
6.85,9.06,317.66,1.58,160.67,83.27,13.11,37.45,4.64,0
6.18,148.94,391.49,4.19,197.11,2314.11,6.63,19.07,3.36,0
6.69,406.44,212.05,2.59,96.55,1288.81,5.03,212.77,0.38,0
7.12,252.36,969.39,3.83,345.64,52.49,11.01,4.11,1.74,0
6.53,408.03,908.27,1.94,196.13,1558.95,9.38,48.74,3.73,0
6.87,138.7,84.36,1.59,119.99,2412.91,6.93,69.66,3.29,0
9.2,59.56,768.05,2.8,120.07,767.98,4.8,7.1,3.64,0
6.84,175.49,384.5,3.6,121.54,1879.83,8.79,174.44,9.12,0
6.12,312.11,182.13,5.92,70.76,678.44,17.06,19.77,3.09,0
5.76,218.33,384.2,3.22,126.65,2009.09,6.32,81.97,1.52,0
7.18,209.73,390.69,1.47,381.11,1189.49,7.71,28.25,5.4,0
5.81,65.83,107.56,3.9,266.44,997.28,0.35,212.65,0.78,0
6.43,208.1,,1.39,395.04,560.89,17.5,32.36,4.06,0
8.27,200.76,1056.76,0.23,272.04,1244.43,6.48,123.66,3.8,0
7.98,270.2,230.39,2.95,33.87,1614.95,6.25,2.63,0.27,1
7.08,425.54,211.77,0.05,99.94,2759.33,10.67,30.17,1.58,0
8.38,294.97,130.46,3.78,166.36,397.07,11.13,74.18,2.79,0
7.09,447.58,146.63,3.04,97.84,2262.16,10.65,109.48,1.75,0
9.78,159.85,100.74,1.57,303.68,1775.05,11.64,129.99,1.97,0
6.57,445.7,393.88,4.72,475.17,2774.17,9.08,37.97,0.92,0
6.25,128.03,828.28,3.11,292.43,1133.79,9.41,26.28,4.85,0
7.52,292.5,95.93,3.1,72.46,2225.97,7.95,49.67,5.4,0
7.64,265.83,8.15,2.84,358.88,1374.51,11.52,0.63,1.51,0
6.6,64.88,231.95,1.13,293.0,1793.08,9.98,103.6,2.25,0
6.48,1004.62,147.29,3.01,292.67,724.47,2.44,47.03,5.42,0
7.24,420.52,245.31,1.54,320.63,1181.45,8.61,42.92,1.58,0
9.21,213.78,285.07,3.83,74.84,737.99,1.36,6.51,0.59,0
7.64,265.55,382.11,2.66,245.52,1814.11,5.35,122.66,1.19,0
7.61,441.47,138.09,2.9,119.49,1470.5,8.35,18.59,2.83,0
7.64,318.29,236.0,1.01,158.93,1423.44,10.44,7.88,3.79,0
6.4,448.3,244.85,1.03,392.48,2739.03,17.92,49.94,3.26,0
8.36,976.82,198.94,0.95,74.7,209.22,4.8,94.07,4.51,0
6.26,44.95,85.92,1.29,388.64,1115.99,10.36,44.82,2.85,0
6.78,414.3,172.64,0.14,325.07,788.75,4.28,120.86,0.33,0
